es_code	es_name	gene_id	gene_id_type	confidence	evidence_source	functional_role	pathway_context	notes
2.1.1.1	Decomposing wastes or polluting substances	MR_MLE_N	Pfam	0.45	kegg_decoder+literature	producer	Mandelate racemase / MLE N	MR/MLE N-terminal; aromatic compound metabolism
2.1.1.1	Decomposing wastes or polluting substances	Hydrolase_3	Pfam	0.45	kegg_decoder+literature	producer	Alpha/beta hydrolase 3	Diverse ester/amide hydrolysis
2.3.4.2	Ensuring the organic matter in our soils is maintained	Transgly	Pfam	0.45	kegg_decoder+literature	producer	Transglycosylase SLT	Peptidoglycan biosynthesis/recycling; cell wall → organic matter
2.3.3.2	Controlling disease	DEDD_Tnp_IS110	Pfam	0.45	kegg_decoder+literature	inhibitor	IS110 DEDD transposase	IS110 family transposase; MGE mobility
2.3.3.2	Controlling disease	RVT_2	Pfam	0.45	kegg_decoder+literature	inhibitor	Reverse transcriptase 2	Group II intron/retron RT; retroelement mobility
2.3.3.2	Controlling disease	rve_3	Pfam	0.45	kegg_decoder+literature	inhibitor	Integrase rve variant 3	Integrase core variant; prophage/MGE integration
2.3.3.2	Controlling disease	Phage_int_SAM_1	Pfam	0.45	kegg_decoder+literature	inhibitor	Phage integrase SAM-like	Phage/prophage integrase
2.3.3.2	Controlling disease	Phage_int_SAM_5	Pfam	0.45	kegg_decoder+literature	inhibitor	Phage integrase SAM variant 5	Phage integrase variant
2.1.1.2	Filtering wastes or sequestering pollutants	MFS_3	Pfam	0.45	kegg_decoder+literature	producer	MFS efflux 3	MFS drug/xenobiotic efflux variant
2.3.5.1	Controlling the chemical quality of freshwater	B12-binding_2	Pfam	0.45	kegg_decoder+literature	transformer	B12-binding variant	Cobalamin-binding domain variant; B12-dependent enzyme indicator
2.1.1.1	Decomposing wastes or polluting substances	ACAS_N	Pfam	0.45	kegg_decoder+literature	producer	AMP-binding N-terminal	Acyl-CoA synthetase N-terminal; fatty acid activation
2.1.1.1	Decomposing wastes or polluting substances	Semialdhyde_dhC	Pfam	0.45	kegg_decoder+literature	producer	Semialdehyde DH C-terminal	Co-occurs with Semialdhyde_dh
2.3.5.1	Controlling the chemical quality of freshwater	Fer2_4	Pfam	0.45	kegg_decoder+literature	transformer	2Fe-2S ferredoxin variant	Electron transfer in Fe/S/N redox cycling
